Date,National/State/County,State,state,County,fips,Last Update,Data Quality Grade,Total Cases,New Cases,Total Deaths,New Deaths,Total Cases (adj.),New Cases (adj.)
2020-03-25,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,585,128,7,2,496,97
2020-03-26,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,707,122,8,1,707,101
2020-03-27,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,842,135,13,5,824,126
2020-03-28,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,989,147,13,0,971,124
2020-03-29,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,1112,123,13,0,1130,116
2020-03-30,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,1221,109,14,1,1230,58
2020-03-31,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,1351,130,16,2,1325,90
2020-04-01,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,1550,199,24,8,1475,172
2020-04-02,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,1730,180,31,7,1740,172
2020-04-03,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,1912,182,37,6,1902,188
2020-04-04,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,2112,200,56,19,2086,185
2020-04-05,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,2267,155,68,12,2303,169
2020-04-06,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,2440,173,77,9,2415,117
2020-04-07,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,2578,138,92,15,2605,148
2020-04-08,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,2756,178,99,7,2710,208
2020-04-09,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,2885,129,111,12,2926,181
2020-04-10,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,3068,183,128,17,3008,172
2020-04-11,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,3213,145,137,9,3243,181
2020-04-12,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,3341,128,144,7,3352,138
2020-04-13,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,3428,87,154,10,3463,108
2020-04-14,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,3555,127,170,16,3511,92
2020-04-15,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,3721,166,182,12,3676,162
2020-04-16,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,3875,154,197,15,3880,141
2020-04-17,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,4045,170,205,8,4022,174
2020-04-18,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,4199,154,211,6,4208,164
2020-04-19,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,4346,147,220,9,4346,138
2020-04-20,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,4499,153,230,10,4487,111
2020-04-21,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,4620,121,242,12,4645,134
2020-04-22,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,4845,225,246,4,4736,178
2020-04-23,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,5052,207,257,11,5060,175
2020-04-24,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,5356,304,262,5,5250,210
2020-04-25,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,5687,331,266,4,5647,233
2020-04-26,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,5911,224,272,6,6004,252
2020-04-27,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,6081,170,281,9,6125,221
2020-04-28,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,6289,208,300,19,6244,195
2020-04-29,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,6520,231,308,8,6488,265
2020-04-30,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,6854,334,316,8,6741,229
2020-05-01,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,7314,460,327,11,7173,308
2020-05-02,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,7660,346,334,7,7754,354
2020-05-03,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,7964,304,339,5,7991,298
2020-05-04,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,8236,272,340,1,8255,273
2020-05-05,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A,8566,330,353,13,8496,283
2020-05-06,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,8901,335,362,9,8882,352
2020-05-07,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,9215,314,374,12,9221,362
2020-05-08,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,9590,375,384,10,9515,400
2020-05-09,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,9939,349,398,14,9949,335
2020-05-10,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,10219,280,400,2,10273,291
2020-05-11,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,10418,199,409,9,10487,258
2020-05-12,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,10611,193,418,9,10608,261
2020-05-13,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,10902,291,421,3,10796,270
2020-05-14,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,11275,373,434,13,11180,285
2020-05-15,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,11685,410,445,11,11632,378
2020-05-16,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,12187,502,453,8,12077,345
2020-05-17,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,12543,356,453,0,12667,345
2020-05-18,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,12687,144,459,6,12883,306
2020-05-19,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,12885,198,467,8,12825,269
2020-05-20,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,13413,528,481,14,13074,303
2020-05-21,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,13885,472,487,6,13918,411
2020-05-22,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,14396,511,496,9,14336,478
2020-05-23,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,14877,481,507,11,14885,482
2020-05-24,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,15277,400,510,3,15337,383
2020-05-25,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,15584,307,514,4,15660,296
2020-05-26,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,15863,279,517,3,15878,348
2020-05-27,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,16462,599,539,22,16130,469
2020-05-28,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,16974,512,550,11,17035,495
2020-05-29,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,17707,733,568,18,17464,538
2020-05-30,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,18230,523,588,20,18408,591
2020-05-31,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,18403,173,592,4,18730,473
2020-06-01,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,18543,140,595,3,18568,269
2020-06-02,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,18917,374,607,12,18677,247
2020-06-03,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,19400,483,616,9,19275,497
2020-06-04,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,19892,492,626,10,19862,438
2020-06-05,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,20249,357,633,7,20363,546
2020-06-06,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,20571,322,645,12,20590,384
2020-06-07,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,20835,264,647,2,20879,200
2020-06-08,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,21038,203,646,-1,21087,178
2020-06-09,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,21308,270,661,15,21232,286
2020-06-10,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,21593,285,671,10,21566,443
2020-06-11,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,21926,333,682,11,21866,352
2020-06-12,State,Wisconsin,WI,N/A,55,2020-06-13T01:48:41Z,A+,22246,320,689,7,22244,363
2020-03-06,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,NA,0,0,0,0,NA,NA
2020-03-07,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,NA,0,0,0,0,NA,NA
2020-03-08,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,NA,0,0,0,0,NA,NA
2020-03-09,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,NA,0,0,0,0,NA,NA
2020-03-10,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,NA,0,0,0,0,NA,NA
2020-03-11,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,NA,0,0,0,0,NA,NA
2020-03-12,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-13,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-14,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-15,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-16,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-17,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-18,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,,1,1,0,0,NA,NA
2020-03-19,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,,2,1,0,0,2,-2
2020-03-20,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,,7,5,0,0,8,3
2020-03-21,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,,11,4,0,0,13,9
2020-03-22,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,,12,1,0,0,16,9
2020-03-23,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,16,4,0,0,16,3
2020-03-24,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,20,4,0,0,20,11
2020-03-25,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,39,19,0,0,24,12
2020-03-26,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,51,12,0,0,45,17
2020-03-27,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,76,25,0,0,60,15
2020-03-28,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,96,20,0,0,88,30
2020-03-29,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,113,17,0,0,111,24
2020-03-30,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,126,13,1,1,130,10
2020-03-31,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,162,36,1,0,143,26
2020-04-01,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,191,29,1,0,181,41
2020-04-02,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,217,26,2,1,214,35
2020-04-03,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,237,20,2,0,242,28
2020-04-04,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,282,45,2,0,262,36
2020-04-05,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,324,42,3,1,309,36
2020-04-06,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,345,21,4,1,356,17
2020-04-07,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,412,67,4,0,378,43
2020-04-08,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,462,50,4,0,448,69
2020-04-09,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,523,61,5,1,505,58
2020-04-10,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,554,31,5,0,570,51
2020-04-11,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,577,23,5,0,602,59
2020-04-12,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,611,34,8,3,619,37
2020-04-13,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,626,15,9,1,648,16
2020-04-14,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,640,14,9,0,659,34
2020-04-15,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,702,62,10,1,667,32
2020-04-16,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,739,37,13,3,731,45
2020-04-17,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,754,15,13,0,774,36
2020-04-18,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,785,31,16,3,788,37
2020-04-19,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,863,78,18,2,815,30
2020-04-20,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,902,39,24,6,899,23
2020-04-21,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,914,12,26,2,946,67
2020-04-22,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,939,25,26,0,954,52
2020-04-23,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,967,28,29,3,972,38
2020-04-24,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,988,21,32,3,997,29
2020-04-25,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1020,32,32,0,1016,36
2020-04-26,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1044,24,34,2,1047,30
2020-04-27,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1063,19,36,2,1071,12
2020-04-28,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1079,16,37,1,1089,34
2020-04-29,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1095,16,38,1,1102,32
2020-04-30,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1118,23,41,3,1116,24
2020-05-01,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1136,18,46,5,1138,21
2020-05-02,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1169,33,48,2,1156,28
2020-05-03,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1191,22,50,2,1190,27
2020-05-04,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1206,15,50,0,1214,11
2020-05-05,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1238,32,50,0,1228,28
2020-05-06,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1248,10,50,0,1260,38
2020-05-07,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1287,39,51,1,1270,24
2020-05-08,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1310,23,51,0,1310,27
2020-05-09,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1335,25,53,2,1335,35
2020-05-10,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1360,25,54,1,1360,26
2020-05-11,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1366,6,54,0,1385,11
2020-05-12,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,C,1371,5,57,3,1389,19
2020-05-13,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1398,27,58,1,1388,16
2020-05-14,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1427,29,60,2,1414,21
2020-05-15,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1441,14,62,2,1446,21
2020-05-16,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1457,16,64,2,1461,25
2020-05-17,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1490,33,67,3,1476,18
2020-05-18,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1491,1,67,0,1510,11
2020-05-19,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1509,18,68,1,1511,14
2020-05-20,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1545,36,69,1,1526,20
2020-05-21,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1593,48,70,1,1564,27
2020-05-22,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1616,23,71,1,1619,31
2020-05-23,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1717,101,72,1,1646,38
2020-05-24,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1759,42,72,0,1756,58
2020-05-25,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1774,15,72,0,1809,22
2020-05-26,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1854,80,74,2,1820,40
2020-05-27,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1867,13,74,0,1899,73
2020-05-28,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1906,39,74,0,1913,42
2020-05-29,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1951,45,74,0,1946,34
2020-05-30,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,1974,23,75,1,1991,55
2020-05-31,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,2010,36,75,0,2012,34
2020-06-01,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,2017,7,75,0,2045,15
2020-06-02,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,2041,24,77,2,2048,24
2020-06-03,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,2071,30,78,1,2067,30
2020-06-04,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,2092,21,78,0,2096,29
2020-06-05,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,2119,27,84,6,2117,21
2020-06-06,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,2131,12,84,0,2144,33
2020-06-07,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,2144,13,84,0,2155,20
2020-06-08,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,2153,9,84,0,2164,7
2020-06-09,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,2169,16,84,0,2170,18
2020-06-10,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,2188,19,85,1,2184,21
2020-06-11,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,2212,24,85,0,2204,19
2020-06-12,State,West Virginia,WV,N/A,54,2020-06-13T01:48:41Z,B,2233,21,86,1,2229,18
2020-03-07,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,NA,0,0,0,0,NA,NA
2020-03-08,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,NA,0,0,0,0,NA,NA
2020-03-09,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,NA,0,0,0,0,NA,NA
2020-03-10,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,NA,0,0,0,0,NA,NA
2020-03-11,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,NA,0,0,0,0,NA,NA
2020-03-12,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,,1,1,0,0,NA,NA
2020-03-13,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,,1,0,0,0,NA,NA
2020-03-14,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,,2,1,0,0,3,11
2020-03-15,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,,3,1,0,0,13,11
2020-03-16,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,,3,0,0,0,15,11
2020-03-17,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,,10,7,0,0,15,11
2020-03-18,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,,15,5,0,0,22,11
2020-03-19,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,,18,3,0,0,27,11
2020-03-20,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,,19,1,0,0,30,11
2020-03-21,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,,23,4,0,0,31,11
2020-03-22,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,,24,1,0,0,35,11
2020-03-23,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,26,2,0,0,36,11
2020-03-24,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,29,3,0,0,38,11
2020-03-25,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,44,15,0,0,41,11
2020-03-26,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,53,9,0,0,55,11
2020-03-27,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,70,17,0,0,64,11
2020-03-28,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,82,12,0,0,81,11
2020-03-29,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,86,4,0,0,93,11
2020-03-30,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,94,8,0,0,98,11
2020-03-31,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,109,15,0,0,106,11
2020-04-01,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,130,21,0,0,120,11
2020-04-02,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,150,20,0,0,141,11
2020-04-03,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,162,12,0,0,161,11
2020-04-04,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,187,25,0,0,173,11
2020-04-05,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,197,10,0,0,198,11
2020-04-06,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,210,13,0,0,208,11
2020-04-07,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,216,6,0,0,221,11
2020-04-08,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,221,5,0,0,228,11
2020-04-09,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,230,9,0,0,233,11
2020-04-10,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,253,23,0,0,241,11
2020-04-11,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,261,8,0,0,264,11
2020-04-12,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,261,0,0,0,273,11
2020-04-13,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,275,14,1,1,273,11
2020-04-14,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,275,0,1,0,286,11
2020-04-15,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,287,12,2,1,287,11
2020-04-16,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,296,9,2,0,298,11
2020-04-17,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,296,0,2,0,307,11
2020-04-18,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,305,9,2,0,308,11
2020-04-19,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,309,4,2,0,316,11
2020-04-20,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,313,4,2,0,321,11
2020-04-21,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,320,7,6,4,325,11
2020-04-22,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,322,2,6,0,332,11
2020-04-23,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,326,4,7,1,334,11
2020-04-24,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,A,349,23,7,0,338,11
2020-04-25,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,349,0,7,0,360,11
2020-04-26,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,362,13,7,0,361,11
2020-04-27,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,370,8,7,0,373,11
2020-04-28,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,389,19,7,0,381,11
2020-04-29,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,536,147,7,0,400,11
2020-04-30,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,544,8,7,0,546,11
2020-05-01,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,559,15,7,0,555,11
2020-05-02,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,566,7,7,0,570,11
2020-05-03,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,579,13,7,0,578,11
2020-05-04,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,586,7,7,0,590,11
2020-05-05,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,596,10,7,0,598,11
2020-05-06,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,604,8,7,0,607,11
2020-05-07,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,631,27,7,0,616,11
2020-05-08,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,635,4,7,0,642,11
2020-05-09,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,644,9,7,0,647,11
2020-05-10,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,661,17,7,0,655,11
2020-05-11,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,662,1,7,0,672,11
2020-05-12,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,B,675,13,7,0,674,11
2020-05-13,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,B,675,0,7,0,686,11
2020-05-14,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,B,701,26,7,0,687,11
2020-05-15,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,B,715,14,7,0,712,11
2020-05-16,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,B,716,1,7,0,726,11
2020-05-17,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,B,754,38,8,1,728,11
2020-05-18,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,B,754,0,8,0,765,11
2020-05-19,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,B,766,12,10,2,766,11
2020-05-20,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,787,21,11,1,777,11
2020-05-21,State,Wyoming,WY,N/A,56,2020-06-13T01:48:41Z,C,787,0,11,0,798,11
