Date,National/State/County,State,state,County,fips,Last Update,Data Quality Grade,Total Cases,New Cases,Total Deaths,New Deaths,Total Cases (adj.),New Cases (adj.)
2020-01-22,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-01-23,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-01-24,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-01-25,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-01-26,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-01-27,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-01-28,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-01-29,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-01-30,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-01-31,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-02-01,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-02-02,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-02-03,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-02-04,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-02-05,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-02-06,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1,0,0,0,NA,NA
2020-02-07,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,1,0,0,1,2348
2020-02-08,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,3,-478
2020-02-09,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,-2305
2020-02-10,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,-1552
2020-02-11,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,622
2020-02-12,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,899
2020-02-13,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,2000
2020-02-14,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,1012
2020-02-15,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,-651
2020-02-16,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,-2327
2020-02-17,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,-1555
2020-02-18,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,622
2020-02-19,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,899
2020-02-20,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,2000
2020-02-21,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,1012
2020-02-22,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,-651
2020-02-23,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,-2326
2020-02-24,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,-1555
2020-02-25,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,0,0,2,621
2020-02-26,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,2,2,2,899
2020-02-27,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2,0,2,0,2,2000
2020-02-28,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,9,7,4,2,2,1012
2020-02-29,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,24,15,5,1,16,-644
2020-03-01,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,112,88,8,3,39,-2312
2020-03-02,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,193,81,11,3,200,-1477
2020-03-03,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,294,101,14,3,274,702
2020-03-04,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,494,200,16,2,395,998
2020-03-05,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,634,140,20,4,694,2186
2020-03-06,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1019,385,26,6,774,1158
2020-03-07,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1305,286,27,1,1404,-296
2020-03-08,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1510,205,31,4,1591,-2031
2020-03-09,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1996,486,35,4,1715,-1339
2020-03-10,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2583,587,37,2,2482,1072
2020-03-11,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,3299,716,43,6,3170,1469
2020-03-12,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,4230,931,51,8,4015,2696
2020-03-13,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,5598,1368,55,4,5161,1913
2020-03-14,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,6861,1263,64,9,6966,658
2020-03-15,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,8545,1684,78,14,8124,-1057
2020-03-16,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,10761,2216,100,22,10229,75
2020-03-17,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,11443,682,122,22,12977,2761
2020-03-18,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,14603,3160,152,30,12125,1769
2020-03-19,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,19257,4654,197,45,17762,4864
2020-03-20,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,25507,6250,265,68,23911,5436
2020-03-21,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,32383,6876,325,60,31757,5365
2020-03-22,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,41636,9253,466,141,39259,4439
2020-03-23,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,53098,11462,564,98,50889,7377
2020-03-24,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,63686,10588,789,225,64560,11756
2020-03-25,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,76491,12805,1022,233,74274,11558
2020-03-26,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,94116,17625,1333,311,89295,14527
2020-03-27,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,113117,19001,1729,396,111740,17980
2020-03-28,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,132791,19674,2241,512,132118,18089
2020-03-29,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,152400,19609,2760,519,152465,17228
2020-03-30,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,174262,21862,3333,573,172009,18046
2020-03-31,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,198893,24631,4194,861,196124,22190
2020-04-01,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,224607,25714,5183,989,223524,25136
2020-04-02,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,252557,27950,6336,1153,250321,27523
2020-04-03,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,284393,31836,7593,1257,280507,28649
2020-04-04,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,317626,33233,9025,1432,316228,30645
2020-04-05,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,343108,25482,10302,1277,350859,30658
2020-04-06,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,371882,28774,11548,1246,368592,24893
2020-04-07,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,402425,30543,13502,1954,400655,29094
2020-04-08,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,432850,30425,15445,1943,432968,31176
2020-04-09,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,467217,34367,17422,1977,463275,32405
2020-04-10,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,501410,34193,19471,2049,501583,34869
2020-04-11,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,532030,30620,21467,1996,535603,33500
2020-04-12,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,560020,27990,23099,1632,562651,28749
2020-04-13,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,585125,25105,24665,1566,588010,26833
2020-04-14,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,610617,25492,26949,2284,610230,26148
2020-04-15,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,640799,30182,29435,2486,636109,26396
2020-04-16,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,671550,30751,31577,2142,670980,31578
2020-04-17,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,703506,31956,33658,2081,702301,31612
2020-04-18,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,731490,27984,35488,1830,735462,31131
2020-04-19,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,758894,27404,37223,1735,759475,26148
2020-04-20,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,784543,25649,38979,1756,786298,25987
2020-04-21,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,810656,26113,41405,2426,810192,26513
2020-04-22,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,839376,28720,43465,2060,836769,26984
2020-04-23,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,870834,31458,45226,1761,868096,30379
2020-04-24,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,904708,33874,47085,1859,902292,32074
2020-04-25,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,940631,35923,48797,1712,938582,32861
2020-04-26,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,967789,27158,49976,1179,976554,33287
2020-04-27,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,989344,21555,51195,1219,994949,26693
2020-04-28,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1014186,24842,53245,2050,1010899,23037
2020-04-29,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1041109,26923,55937,2692,1039027,25429
2020-04-30,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1070534,29425,58051,2114,1068032,28614
2020-05-01,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1103551,33017,59797,1746,1099959,30075
2020-05-02,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1133012,29461,61341,1544,1136568,31857
2020-05-03,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1158876,25864,62551,1210,1162474,27527
2020-05-04,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1180984,22108,63560,1009,1184740,24823
2020-05-05,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1203358,22374,65998,2438,1203092,23279
2020-05-06,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1228402,25044,67928,1930,1225732,23311
2020-05-07,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1255870,27468,70661,2733,1253445,26704
2020-05-08,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1283465,27595,72439,1778,1283338,28124
2020-05-09,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1308594,25129,73879,1440,1311060,26882
2020-05-10,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1330428,21834,74895,1016,1333724,23112
2020-05-11,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1348328,17900,75767,872,1352262,20744
2020-05-12,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1370946,22618,77242,1475,1366228,19087
2020-05-13,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1391822,20876,78933,1691,1393563,22983
2020-05-14,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1418148,26326,80811,1878,1412699,23031
2020-05-15,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1442754,24606,82309,1498,1444473,26656
2020-05-16,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1467768,25014,83575,1266,1467361,24089
2020-05-17,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1488412,20644,84457,882,1492782,22652
2020-05-18,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1508018,19606,85251,794,1509057,19648
2020-05-19,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1529593,21575,86614,1363,1527624,20433
2020-05-20,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1550936,21343,88001,1387,1551167,22247
2020-05-21,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1576983,26047,89404,1403,1572279,23343
2020-05-22,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1601448,24465,90691,1287,1603029,26453
2020-05-23,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1623550,22102,91739,1048,1625914,23940
2020-05-24,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1644023,20473,92417,678,1645652,20096
2020-05-25,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1663031,19008,92979,562,1664496,19169
2020-05-26,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1679463,16432,93614,635,1682039,19850
2020-05-27,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1698587,19124,94885,1271,1695895,17692
2020-05-28,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1720966,22379,96157,1272,1717710,20823
2020-05-29,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1744461,23495,97335,1178,1743345,22932
2020-05-30,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1768664,24203,98272,937,1767956,22641
2020-05-31,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1790749,22085,98927,655,1792867,21759
2020-06-01,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1806943,16194,99405,478,1812834,20788
2020-06-02,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1830544,23601,100562,1157,1823138,17608
2020-06-03,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1850582,20038,101531,969,1854143,23648
2020-06-04,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1871150,20568,102407,876,1870621,22387
2020-06-05,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1894449,23299,103255,848,1891718,21556
2020-06-06,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1917160,22711,103972,717,1917748,22293
2020-06-07,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1936717,19557,104432,460,1939871,20415
2020-06-08,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1953730,17013,105087,655,1956275,18412
2020-06-09,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1970765,17035,105989,902,1970743,18016
2020-06-10,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,1991527,20762,106867,878,1987800,17980
2020-06-11,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2013778,22251,107803,936,2012288,22287
2020-06-12,National,N/A,N/A,N/A,NA,2020-06-13T01:48:41Z,NA,2037530,23752,108554,751,2036029,23010
2020-03-06,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-07,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-08,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-09,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-10,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-11,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-12,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-13,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,1,1,0,0,NA,NA
2020-03-14,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,1,0,0,0,NA,NA
2020-03-15,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,1,0,0,0,NA,NA
2020-03-16,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,1,0,0,0,NA,NA
2020-03-17,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,3,2,0,0,3,3
2020-03-18,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,6,3,0,0,6,3
2020-03-19,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,6,0,0,0,9,3
2020-03-20,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,12,6,0,0,8,2
2020-03-21,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,14,2,0,0,15,3
2020-03-22,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,,22,8,0,0,17,3
2020-03-23,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,22,0,0,0,26,4
2020-03-24,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,36,14,0,0,26,3
2020-03-25,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,42,6,1,1,42,6
2020-03-26,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,59,17,1,0,49,6
2020-03-27,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,69,10,1,0,68,10
2020-03-28,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,85,16,2,1,79,10
2020-03-29,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,102,17,2,0,97,12
2020-03-30,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,114,12,3,1,116,13
2020-03-31,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,119,5,3,0,128,13
2020-04-01,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,133,14,3,0,130,10
2020-04-02,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,143,10,3,0,144,12
2020-04-03,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,157,14,3,0,154,11
2020-04-04,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,171,14,5,2,169,12
2020-04-05,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,185,14,6,1,184,13
2020-04-06,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,191,6,6,0,198,13
2020-04-07,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,213,22,6,0,203,11
2020-04-08,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,226,13,7,1,226,14
2020-04-09,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,235,9,7,0,240,14
2020-04-10,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,246,11,7,0,248,12
2020-04-11,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,257,11,8,1,258,12
2020-04-12,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,272,15,8,0,269,12
2020-04-13,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,277,5,8,0,284,13
2020-04-14,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,285,8,9,1,288,10
2020-04-15,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,293,8,9,0,295,10
2020-04-16,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,300,7,9,0,302,9
2020-04-17,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,309,9,9,0,308,8
2020-04-18,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,314,5,9,0,317,9
2020-04-19,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,319,5,9,0,322,8
2020-04-20,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,321,2,9,0,326,7
2020-04-21,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,329,8,9,0,326,5
2020-04-22,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,335,6,9,0,335,6
2020-04-23,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,337,2,9,0,341,6
2020-04-24,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,339,2,9,0,342,5
2020-04-25,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,339,0,9,0,343,4
2020-04-26,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,341,2,9,0,342,3
2020-04-27,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,345,4,9,0,343,3
2020-04-28,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,351,6,9,0,348,3
2020-04-29,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,355,4,9,0,355,4
2020-04-30,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,355,0,9,0,359,4
2020-05-01,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,364,9,9,0,358,3
2020-05-02,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,365,1,9,0,368,5
2020-05-03,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,368,3,9,0,369,4
2020-05-04,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,370,2,9,0,371,3
2020-05-05,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,371,1,9,0,373,3
2020-05-06,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,372,1,10,1,373,2
2020-05-07,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,374,2,10,0,374,2
2020-05-08,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,377,3,10,0,376,2
2020-05-09,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,378,1,10,0,379,2
2020-05-10,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,379,1,10,0,380,2
2020-05-11,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,381,2,10,0,381,2
2020-05-12,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,383,2,10,0,383,2
2020-05-13,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,383,0,10,0,385,2
2020-05-14,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,387,4,10,0,384,1
2020-05-15,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,388,1,10,0,389,2
2020-05-16,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,392,4,10,0,390,2
2020-05-17,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,396,4,10,0,394,2
2020-05-18,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,399,3,10,0,399,3
2020-05-19,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,399,0,10,0,402,3
2020-05-20,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,402,3,10,0,401,2
2020-05-21,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,402,0,10,0,404,2
2020-05-22,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,404,2,10,0,404,2
2020-05-23,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,408,4,10,0,406,2
2020-05-24,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,408,0,10,0,410,2
2020-05-25,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,409,1,10,0,410,2
2020-05-26,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,411,2,10,0,410,1
2020-05-27,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,C,412,1,10,0,413,2
2020-05-28,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,425,13,10,0,413,1
2020-05-29,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,430,5,10,0,429,5
2020-05-30,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,434,4,10,0,435,5
2020-05-31,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,434,0,10,0,439,5
2020-06-01,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,467,33,10,0,438,3
2020-06-02,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,487,20,10,0,477,12
2020-06-03,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,505,18,10,0,502,15
2020-06-04,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,513,8,10,0,522,16
2020-06-05,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,524,11,10,0,528,13
2020-06-06,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,536,12,10,0,537,13
2020-06-07,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,544,8,10,0,549,12
2020-06-08,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,B,563,19,10,0,555,11
2020-06-09,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,573,10,11,1,576,14
2020-06-10,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,593,20,11,0,586,12
2020-06-11,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,611,18,11,0,607,15
2020-06-12,State,Alaska,AK,N/A,02,2020-06-13T01:48:41Z,A,625,14,12,1,627,16
2020-03-07,State,Alabama,AL,N/A,01,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-08,State,Alabama,AL,N/A,01,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-09,State,Alabama,AL,N/A,01,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-10,State,Alabama,AL,N/A,01,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-11,State,Alabama,AL,N/A,01,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-12,State,Alabama,AL,N/A,01,2020-06-13T01:48:41Z,,0,0,0,0,NA,NA
2020-03-13,State,Alabama,AL,N/A,01,2020-06-13T01:48:41Z,,1,1,0,0,NA,NA
