Date,National/State/County,State,County,fips,Last Update,Data Quality Grade,Total Cases,New Cases,Total Deaths,New Deaths
2020-05-13,State,AL,N/A,01,2020-06-11T18:58:07Z,B,10617,307,449,20
2020-05-14,State,AL,N/A,01,2020-06-11T18:58:07Z,B,10968,351,467,18
2020-05-15,State,AL,N/A,01,2020-06-11T18:58:07Z,B,11216,248,476,9
2020-05-16,State,AL,N/A,01,2020-06-11T18:58:07Z,B,11523,307,485,9
2020-05-17,State,AL,N/A,01,2020-06-11T18:58:07Z,B,11771,248,488,3
2020-05-18,State,AL,N/A,01,2020-06-11T18:58:07Z,B,12086,315,489,1
2020-05-19,State,AL,N/A,01,2020-06-11T18:58:07Z,B,12376,290,504,15
2020-05-20,State,AL,N/A,01,2020-06-11T18:58:07Z,B,12744,368,517,13
2020-05-21,State,AL,N/A,01,2020-06-11T18:58:07Z,B,13119,375,529,12
2020-05-22,State,AL,N/A,01,2020-06-11T18:58:07Z,B,13563,444,537,8
2020-05-23,State,AL,N/A,01,2020-06-11T18:58:07Z,B,13938,375,546,9
2020-05-24,State,AL,N/A,01,2020-06-11T18:58:07Z,B,14327,389,551,5
2020-05-25,State,AL,N/A,01,2020-06-11T18:58:07Z,B,14730,403,562,11
2020-05-26,State,AL,N/A,01,2020-06-11T18:58:07Z,B,15396,666,575,13
2020-05-27,State,AL,N/A,01,2020-06-11T18:58:07Z,B,15843,447,581,6
2020-05-28,State,AL,N/A,01,2020-06-11T18:58:07Z,B,16310,467,590,9
2020-05-29,State,AL,N/A,01,2020-06-11T18:58:07Z,B,16823,513,605,15
2020-05-30,State,AL,N/A,01,2020-06-11T18:58:07Z,B,17359,536,618,13
2020-05-31,State,AL,N/A,01,2020-06-11T18:58:07Z,B,17903,544,631,13
2020-06-01,State,AL,N/A,01,2020-06-11T18:58:07Z,B,18363,460,646,15
2020-06-02,State,AL,N/A,01,2020-06-11T18:58:07Z,B,18642,279,651,5
2020-06-03,State,AL,N/A,01,2020-06-11T18:58:07Z,B,18851,209,653,2
2020-06-04,State,AL,N/A,01,2020-06-11T18:58:07Z,B,19072,221,653,0
2020-06-05,State,AL,N/A,01,2020-06-11T18:58:07Z,B,19387,315,676,23
2020-06-06,State,AL,N/A,01,2020-06-11T18:58:07Z,B,20043,656,689,13
2020-06-07,State,AL,N/A,01,2020-06-11T18:58:07Z,B,20500,457,692,3
2020-06-08,State,AL,N/A,01,2020-06-11T18:58:07Z,B,20925,425,718,26
2020-06-09,State,AL,N/A,01,2020-06-11T18:58:07Z,B,21422,497,729,11
2020-06-10,State,AL,N/A,01,2020-06-11T18:58:07Z,B,21989,567,744,15
2020-03-06,State,AR,N/A,05,2020-06-11T18:58:07Z,NA,0,0,0,0
2020-03-07,State,AR,N/A,05,2020-06-11T18:58:07Z,NA,0,0,0,0
2020-03-08,State,AR,N/A,05,2020-06-11T18:58:07Z,NA,0,0,0,0
2020-03-09,State,AR,N/A,05,2020-06-11T18:58:07Z,NA,0,0,0,0
2020-03-10,State,AR,N/A,05,2020-06-11T18:58:07Z,NA,0,0,0,0
2020-03-11,State,AR,N/A,05,2020-06-11T18:58:07Z,NA,0,0,0,0
2020-03-12,State,AR,N/A,05,2020-06-11T18:58:07Z,,6,6,0,0
2020-03-13,State,AR,N/A,05,2020-06-11T18:58:07Z,,9,3,0,0
2020-03-14,State,AR,N/A,05,2020-06-11T18:58:07Z,,12,3,0,0
2020-03-15,State,AR,N/A,05,2020-06-11T18:58:07Z,,16,4,0,0
2020-03-16,State,AR,N/A,05,2020-06-11T18:58:07Z,,22,6,0,0
2020-03-17,State,AR,N/A,05,2020-06-11T18:58:07Z,,22,0,0,0
2020-03-18,State,AR,N/A,05,2020-06-11T18:58:07Z,,33,11,0,0
2020-03-19,State,AR,N/A,05,2020-06-11T18:58:07Z,,46,13,0,0
2020-03-20,State,AR,N/A,05,2020-06-11T18:58:07Z,,96,50,0,0
2020-03-21,State,AR,N/A,05,2020-06-11T18:58:07Z,,118,22,0,0
2020-03-22,State,AR,N/A,05,2020-06-11T18:58:07Z,,165,47,0,0
2020-03-23,State,AR,N/A,05,2020-06-11T18:58:07Z,A,174,9,0,0
2020-03-24,State,AR,N/A,05,2020-06-11T18:58:07Z,A,218,44,0,0
2020-03-25,State,AR,N/A,05,2020-06-11T18:58:07Z,A,280,62,2,2
2020-03-26,State,AR,N/A,05,2020-06-11T18:58:07Z,A,335,55,3,1
2020-03-27,State,AR,N/A,05,2020-06-11T18:58:07Z,A,381,46,3,0
2020-03-28,State,AR,N/A,05,2020-06-11T18:58:07Z,A,404,23,5,2
2020-03-29,State,AR,N/A,05,2020-06-11T18:58:07Z,A,426,22,6,1
2020-03-30,State,AR,N/A,05,2020-06-11T18:58:07Z,A,473,47,7,1
2020-03-31,State,AR,N/A,05,2020-06-11T18:58:07Z,A,523,50,8,1
2020-04-01,State,AR,N/A,05,2020-06-11T18:58:07Z,A,584,61,10,2
2020-04-02,State,AR,N/A,05,2020-06-11T18:58:07Z,A,643,59,12,2
2020-04-03,State,AR,N/A,05,2020-06-11T18:58:07Z,A,704,61,12,0
2020-04-04,State,AR,N/A,05,2020-06-11T18:58:07Z,A,743,39,14,2
2020-04-05,State,AR,N/A,05,2020-06-11T18:58:07Z,A,830,87,16,2
2020-04-06,State,AR,N/A,05,2020-06-11T18:58:07Z,A,875,45,16,0
2020-04-07,State,AR,N/A,05,2020-06-11T18:58:07Z,A,946,71,16,0
2020-04-08,State,AR,N/A,05,2020-06-11T18:58:07Z,A,1000,54,18,2
2020-04-09,State,AR,N/A,05,2020-06-11T18:58:07Z,A,1119,119,21,3
2020-04-10,State,AR,N/A,05,2020-06-11T18:58:07Z,A,1171,52,23,2
2020-04-11,State,AR,N/A,05,2020-06-11T18:58:07Z,A,1226,55,24,1
2020-04-12,State,AR,N/A,05,2020-06-11T18:58:07Z,A,1280,54,27,3
2020-04-13,State,AR,N/A,05,2020-06-11T18:58:07Z,A,1410,130,30,3
2020-04-14,State,AR,N/A,05,2020-06-11T18:58:07Z,A,1480,70,30,0
2020-04-15,State,AR,N/A,05,2020-06-11T18:58:07Z,A,1569,89,33,3
2020-04-16,State,AR,N/A,05,2020-06-11T18:58:07Z,A,1620,51,37,4
2020-04-17,State,AR,N/A,05,2020-06-11T18:58:07Z,A,1695,75,37,0
2020-04-18,State,AR,N/A,05,2020-06-11T18:58:07Z,A,1739,44,38,1
2020-04-19,State,AR,N/A,05,2020-06-11T18:58:07Z,A,1781,42,40,2
2020-04-20,State,AR,N/A,05,2020-06-11T18:58:07Z,A,1923,142,42,2
2020-04-21,State,AR,N/A,05,2020-06-11T18:58:07Z,A,2227,304,43,1
2020-04-22,State,AR,N/A,05,2020-06-11T18:58:07Z,A,2276,49,42,-1
2020-04-23,State,AR,N/A,05,2020-06-11T18:58:07Z,A,2465,189,45,3
2020-04-24,State,AR,N/A,05,2020-06-11T18:58:07Z,A,2741,276,45,0
2020-04-25,State,AR,N/A,05,2020-06-11T18:58:07Z,B,2829,88,47,2
2020-04-26,State,AR,N/A,05,2020-06-11T18:58:07Z,B,2941,112,49,2
2020-04-27,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3017,76,50,1
2020-04-28,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3111,94,52,2
2020-04-29,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3192,81,59,7
2020-04-30,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3255,63,61,2
2020-05-01,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3321,66,64,3
2020-05-02,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3372,51,73,9
2020-05-03,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3431,59,76,3
2020-05-04,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3458,27,81,5
2020-05-05,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3496,38,83,2
2020-05-06,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3568,72,85,2
2020-05-07,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3611,43,87,2
2020-05-08,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3694,83,88,1
2020-05-09,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3747,53,88,0
2020-05-10,State,AR,N/A,05,2020-06-11T18:58:07Z,B,3747,0,88,0
2020-05-11,State,AR,N/A,05,2020-06-11T18:58:07Z,A,4034,287,94,6
2020-05-12,State,AR,N/A,05,2020-06-11T18:58:07Z,A,4164,130,95,1
2020-05-13,State,AR,N/A,05,2020-06-11T18:58:07Z,A,4164,0,95,0
2020-05-14,State,AR,N/A,05,2020-06-11T18:58:07Z,A,4236,72,97,2
2020-05-15,State,AR,N/A,05,2020-06-11T18:58:07Z,A,4463,227,98,1
2020-05-16,State,AR,N/A,05,2020-06-11T18:58:07Z,A,4578,115,98,0
2020-05-17,State,AR,N/A,05,2020-06-11T18:58:07Z,A,4759,181,98,0
2020-05-18,State,AR,N/A,05,2020-06-11T18:58:07Z,A,4813,54,100,2
2020-05-19,State,AR,N/A,05,2020-06-11T18:58:07Z,A,4923,110,102,2
2020-05-20,State,AR,N/A,05,2020-06-11T18:58:07Z,A,5003,80,107,5
2020-05-21,State,AR,N/A,05,2020-06-11T18:58:07Z,A,5458,455,110,3
2020-05-22,State,AR,N/A,05,2020-06-11T18:58:07Z,A,5612,154,113,3
2020-05-23,State,AR,N/A,05,2020-06-11T18:58:07Z,A,5612,0,113,0
2020-05-24,State,AR,N/A,05,2020-06-11T18:58:07Z,A,5922,310,116,3
2020-05-25,State,AR,N/A,05,2020-06-11T18:58:07Z,A,6029,107,117,1
2020-05-26,State,AR,N/A,05,2020-06-11T18:58:07Z,A,6180,151,119,2
2020-05-27,State,AR,N/A,05,2020-06-11T18:58:07Z,A,6277,97,120,1
2020-05-28,State,AR,N/A,05,2020-06-11T18:58:07Z,A,6538,261,120,0
2020-05-29,State,AR,N/A,05,2020-06-11T18:58:07Z,A,6538,0,125,5
2020-05-30,State,AR,N/A,05,2020-06-11T18:58:07Z,A,7013,475,133,8
2020-05-31,State,AR,N/A,05,2020-06-11T18:58:07Z,A,7253,240,133,0
2020-06-01,State,AR,N/A,05,2020-06-11T18:58:07Z,A,7443,190,133,0
2020-06-02,State,AR,N/A,05,2020-06-11T18:58:07Z,A,7443,0,133,0
2020-06-03,State,AR,N/A,05,2020-06-11T18:58:07Z,A,8067,624,142,9
2020-06-04,State,AR,N/A,05,2020-06-11T18:58:07Z,A,8067,0,142,0
2020-06-05,State,AR,N/A,05,2020-06-11T18:58:07Z,A,8651,584,152,10
2020-06-06,State,AR,N/A,05,2020-06-11T18:58:07Z,A,9101,450,154,2
2020-06-07,State,AR,N/A,05,2020-06-11T18:58:07Z,A,9426,325,154,0
2020-06-08,State,AR,N/A,05,2020-06-11T18:58:07Z,A,9740,314,155,1
2020-06-09,State,AR,N/A,05,2020-06-11T18:58:07Z,A,10080,340,161,6
2020-06-10,State,AR,N/A,05,2020-06-11T18:58:07Z,A,10368,288,165,4
2020-03-16,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-17,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-18,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-19,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-20,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-21,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-22,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-23,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-24,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-25,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-26,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-27,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-28,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-29,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-30,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-03-31,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-01,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-02,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-03,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-04,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-05,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-06,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-07,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-08,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-09,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-10,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-11,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-12,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-13,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-14,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-15,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-16,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-17,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-18,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-19,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-20,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-21,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-22,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-23,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-24,State,AS,N/A,60,2020-06-11T18:58:07Z,,0,0,0,0
2020-04-25,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-04-26,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-04-27,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-04-28,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-04-29,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-04-30,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-05-01,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-05-02,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-05-03,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-05-04,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-05-05,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-05-06,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-05-07,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-05-08,State,AS,N/A,60,2020-06-11T18:58:07Z,F,0,0,0,0
2020-05-09,State,AS,N/A,60,2020-06-11T18:58:07Z,D,0,0,0,0
2020-05-10,State,AS,N/A,60,2020-06-11T18:58:07Z,D,0,0,0,0
2020-05-11,State,AS,N/A,60,2020-06-11T18:58:07Z,D,0,0,0,0
2020-05-12,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-13,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-14,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-15,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-16,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-17,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-18,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-19,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-20,State,AS,N/A,60,2020-06-11T18:58:07Z,D,0,0,0,0
2020-05-21,State,AS,N/A,60,2020-06-11T18:58:07Z,D,0,0,0,0
2020-05-22,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-23,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-24,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-25,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-26,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-27,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-28,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-29,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-30,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-05-31,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-06-01,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-06-02,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-06-03,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-06-04,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-06-05,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-06-06,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-06-07,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-06-08,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-06-09,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-06-10,State,AS,N/A,60,2020-06-11T18:58:07Z,C,0,0,0,0
2020-03-04,State,AZ,N/A,04,2020-06-11T18:58:07Z,NA,2,0,0,0
2020-03-05,State,AZ,N/A,04,2020-06-11T18:58:07Z,NA,2,0,0,0
2020-03-06,State,AZ,N/A,04,2020-06-11T18:58:07Z,NA,3,1,0,0
2020-03-07,State,AZ,N/A,04,2020-06-11T18:58:07Z,NA,5,2,0,0
2020-03-08,State,AZ,N/A,04,2020-06-11T18:58:07Z,NA,5,0,0,0
2020-03-09,State,AZ,N/A,04,2020-06-11T18:58:07Z,NA,5,0,0,0
2020-03-10,State,AZ,N/A,04,2020-06-11T18:58:07Z,NA,6,1,0,0
2020-03-11,State,AZ,N/A,04,2020-06-11T18:58:07Z,NA,9,3,0,0
2020-03-12,State,AZ,N/A,04,2020-06-11T18:58:07Z,,9,0,0,0
2020-03-13,State,AZ,N/A,04,2020-06-11T18:58:07Z,,9,0,0,0
2020-03-14,State,AZ,N/A,04,2020-06-11T18:58:07Z,,12,3,0,0
2020-03-15,State,AZ,N/A,04,2020-06-11T18:58:07Z,,12,0,0,0
2020-03-16,State,AZ,N/A,04,2020-06-11T18:58:07Z,,18,6,0,0
2020-03-17,State,AZ,N/A,04,2020-06-11T18:58:07Z,,20,2,0,0
2020-03-18,State,AZ,N/A,04,2020-06-11T18:58:07Z,,28,8,0,0
2020-03-19,State,AZ,N/A,04,2020-06-11T18:58:07Z,,44,16,0,0
2020-03-20,State,AZ,N/A,04,2020-06-11T18:58:07Z,,65,21,0,0
2020-03-21,State,AZ,N/A,04,2020-06-11T18:58:07Z,,104,39,1,1
2020-03-22,State,AZ,N/A,04,2020-06-11T18:58:07Z,,152,48,2,1
2020-03-23,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,265,113,2,0
2020-03-24,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,357,92,5,3
2020-03-25,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,450,93,6,1
2020-03-26,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,577,127,8,2
2020-03-27,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,736,159,13,5
2020-03-28,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,873,137,15,2
2020-03-29,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,919,46,17,2
2020-03-30,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,1157,238,20,3
2020-03-31,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,1289,132,24,4
2020-04-01,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,1413,124,29,5
2020-04-02,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,1598,185,32,3
2020-04-03,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,1769,171,41,9
2020-04-04,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,2019,250,52,11
2020-04-05,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,2269,250,64,12
2020-04-06,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,2456,187,65,1
2020-04-07,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,2575,119,73,8
2020-04-08,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,2726,151,80,7
2020-04-09,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,3018,292,89,9
2020-04-10,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,3112,94,97,8
2020-04-11,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,3393,281,108,11
2020-04-12,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,3539,146,115,7
2020-04-13,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,3702,163,122,7
2020-04-14,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,3806,104,131,9
2020-04-15,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,3962,156,142,11
2020-04-16,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,4234,272,150,8
2020-04-17,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,4507,273,169,19
2020-04-18,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,4719,212,177,8
2020-04-19,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,4929,210,184,7
2020-04-20,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,5064,135,187,3
2020-04-21,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,5251,187,208,21
2020-04-22,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,5459,208,229,21
2020-04-23,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,5769,310,249,20
2020-04-24,State,AZ,N/A,04,2020-06-11T18:58:07Z,B,6045,276,266,17
2020-04-25,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,6280,235,266,0
2020-04-26,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,6526,246,275,9
2020-04-27,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,6716,190,275,0
2020-04-28,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,6948,232,293,18
2020-04-29,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,7202,254,304,11
2020-04-30,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,7648,446,320,16
2020-05-01,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,7962,314,330,10
2020-05-02,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,8364,402,348,18
2020-05-03,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,8640,276,362,14
2020-05-04,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,8919,279,362,0
2020-05-05,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,9305,386,395,33
2020-05-06,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,9707,402,426,31
2020-05-07,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,9945,238,450,24
2020-05-08,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,10526,581,517,67
2020-05-09,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,10960,434,532,15
2020-05-10,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,11119,159,536,4
2020-05-11,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,11380,261,542,6
2020-05-12,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,11736,356,562,20
2020-05-13,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,12176,440,594,32
2020-05-14,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,12674,498,624,30
2020-05-15,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,13169,495,651,27
2020-05-16,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,13631,462,679,28
2020-05-17,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,13937,306,680,1
2020-05-18,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,14170,233,686,6
2020-05-19,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,14566,396,704,18
2020-05-20,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,14897,331,747,43
2020-05-21,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,15315,418,763,16
2020-05-22,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,15608,293,775,12
2020-05-23,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,16039,431,799,24
2020-05-24,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,16339,300,800,1
2020-05-25,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,16561,222,806,6
2020-05-26,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,16783,222,807,1
2020-05-27,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,17262,479,831,24
2020-05-28,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,17763,501,857,26
2020-05-29,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,18465,702,885,28
2020-05-30,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,19255,790,903,18
2020-05-31,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,19936,681,906,3
2020-06-01,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,20123,187,917,11
2020-06-02,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,21250,1127,941,24
2020-06-03,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,22233,983,981,40
2020-06-04,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,22753,520,996,15
2020-06-05,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,24332,1579,1012,16
2020-06-06,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,25451,1119,1042,30
2020-06-07,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,26889,1438,1044,2
2020-06-08,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,27678,789,1047,3
2020-06-09,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,28296,618,1070,23
2020-06-10,State,AZ,N/A,04,2020-06-11T18:58:07Z,A+,29852,1556,1095,25
2020-03-04,State,CA,N/A,06,2020-06-11T18:58:07Z,NA,53,0,0,0
2020-03-05,State,CA,N/A,06,2020-06-11T18:58:07Z,NA,53,0,0,0
2020-03-06,State,CA,N/A,06,2020-06-11T18:58:07Z,NA,60,7,0,0
2020-03-07,State,CA,N/A,06,2020-06-11T18:58:07Z,NA,69,9,0,0
2020-03-08,State,CA,N/A,06,2020-06-11T18:58:07Z,NA,88,19,0,0
